Student_ID,Session_ID,Timestamp,Activity_Type,Outcome
25,115,2024-01-01 06:55:00,Submit Assignment,Failure
25,190,2024-01-01 07:19:00,Watch Video,Success
25,255,2024-01-01 10:35:00,Watch Video,In Progress
25,144,2024-01-01 11:51:00,Request Hint,Success
25,173,2024-01-01 13:02:00,Submit Assignment,Failure
25,86,2024-01-01 15:10:00,Watch Video,Success
25,269,2024-01-01 16:29:00,Read Material,Success
25,223,2024-01-01 16:33:00,Attempt Quiz,Success
25,194,2024-01-01 19:11:00,Attempt Quiz,Completed
25,75,2024-01-01 21:16:00,Submit Assignment,Completed
25,202,2024-01-01 21:32:00,Attempt Quiz,In Progress
25,37,2024-01-02 00:02:00,Forum Discussion,Completed
25,72,2024-01-02 00:23:00,Read Material,Success
25,241,2024-01-02 01:30:00,Read Material,Failure
25,213,2024-01-02 02:02:00,Attempt Quiz,Failure
25,44,2024-01-02 02:57:00,Watch Video,Success
25,283,2024-01-02 03:26:00,Read Material,Failure
25,244,2024-01-02 03:40:00,Attempt Quiz,In Progress
25,218,2024-01-02 04:05:00,Attempt Quiz,In Progress
25,210,2024-01-02 04:54:00,Request Hint,Failure
25,93,2024-01-02 05:01:00,Submit Assignment,Success
25,273,2024-01-02 08:08:00,Attempt Quiz,Failure
25,49,2024-01-02 08:39:00,Forum Discussion,Failure
26,225,2024-01-01 01:40:00,Watch Video,In Progress
26,30,2024-01-01 06:52:00,Request Hint,Completed
26,266,2024-01-01 08:21:00,Attempt Quiz,Completed
26,105,2024-01-01 09:35:00,Request Hint,In Progress
26,260,2024-01-01 13:15:00,Request Hint,In Progress
26,36,2024-01-01 14:00:00,Request Hint,Success
26,42,2024-01-01 15:42:00,Submit Assignment,In Progress
26,268,2024-01-01 15:51:00,Forum Discussion,Completed
26,114,2024-01-01 16:08:00,Forum Discussion,Completed
26,211,2024-01-01 16:48:00,Attempt Quiz,Completed
26,227,2024-01-01 17:33:00,Request Hint,In Progress
26,210,2024-01-01 17:39:00,Watch Video,Completed
26,8,2024-01-01 18:52:00,Attempt Quiz,Success
26,250,2024-01-01 20:10:00,Attempt Quiz,In Progress
26,172,2024-01-01 21:12:00,Attempt Quiz,In Progress
26,75,2024-01-01 21:42:00,Watch Video,In Progress
26,232,2024-01-02 00:06:00,Request Hint,Completed
26,111,2024-01-02 00:41:00,Request Hint,Failure
26,233,2024-01-02 00:53:00,Request Hint,Success
26,59,2024-01-02 01:19:00,Submit Assignment,Completed
26,273,2024-01-02 02:08:00,Read Material,In Progress
26,281,2024-01-02 02:09:00,Watch Video,In Progress
26,101,2024-01-02 02:17:00,Submit Assignment,Success
26,116,2024-01-02 07:23:00,Read Material,Success
27,251,2024-01-01 02:30:00,Attempt Quiz,Completed
27,119,2024-01-01 03:13:00,Forum Discussion,Completed
27,232,2024-01-01 03:19:00,Attempt Quiz,Completed
27,263,2024-01-01 05:48:00,Attempt Quiz,Success
27,85,2024-01-01 05:49:00,Request Hint,Completed
27,287,2024-01-01 06:41:00,Read Material,In Progress
27,18,2024-01-01 11:08:00,Forum Discussion,Failure
27,254,2024-01-01 12:46:00,Forum Discussion,Completed
27,47,2024-01-01 13:20:00,Request Hint,Failure
27,138,2024-01-01 15:14:00,Submit Assignment,Success
27,44,2024-01-01 15:40:00,Request Hint,Success
27,177,2024-01-01 19:32:00,Forum Discussion,Success
27,43,2024-01-01 19:38:00,Submit Assignment,In Progress
27,268,2024-01-01 20:06:00,Read Material,Failure
27,153,2024-01-01 20:12:00,Forum Discussion,Completed
27,45,2024-01-02 00:28:00,Watch Video,Failure
27,216,2024-01-02 05:55:00,Attempt Quiz,Completed
27,206,2024-01-02 06:23:00,Request Hint,Completed
27,25,2024-01-02 07:44:00,Watch Video,Success
27,241,2024-01-02 08:14:00,Watch Video,Success
27,96,2024-01-02 08:24:00,Forum Discussion,Completed
28,287,2024-01-01 02:04:00,Request Hint,Completed
28,285,2024-01-01 02:54:00,Submit Assignment,Completed
28,151,2024-01-01 03:01:00,Submit Assignment,Failure
28,126,2024-01-01 03:02:00,Attempt Quiz,Failure
28,241,2024-01-01 05:54:00,Attempt Quiz,Failure
28,256,2024-01-01 10:26:00,Submit Assignment,In Progress
28,188,2024-01-01 12:32:00,Submit Assignment,Completed
28,3,2024-01-01 12:41:00,Submit Assignment,Failure
28,42,2024-01-01 16:03:00,Request Hint,In Progress
28,137,2024-01-01 16:21:00,Read Material,Completed
28,45,2024-01-01 21:43:00,Attempt Quiz,Completed
28,90,2024-01-02 05:19:00,Submit Assignment,Success
28,105,2024-01-02 06:39:00,Forum Discussion,Failure
29,240,2024-01-01 01:44:00,Read Material,Failure
29,181,2024-01-01 02:47:00,Read Material,Completed
29,56,2024-01-01 08:26:00,Submit Assignment,Success
29,52,2024-01-01 09:23:00,Request Hint,Failure
29,29,2024-01-01 09:43:00,Submit Assignment,In Progress
29,126,2024-01-01 11:11:00,Request Hint,In Progress
29,211,2024-01-01 12:54:00,Watch Video,Success
29,196,2024-01-01 14:43:00,Request Hint,Completed
29,142,2024-01-01 19:29:00,Attempt Quiz,Success
29,189,2024-01-01 19:34:00,Watch Video,Completed
29,127,2024-01-01 19:57:00,Submit Assignment,In Progress
29,1,2024-01-01 20:00:00,Read Material,Failure
29,155,2024-01-01 20:43:00,Submit Assignment,In Progress
29,31,2024-01-01 21:39:00,Submit Assignment,Failure
29,109,2024-01-01 22:08:00,Attempt Quiz,Completed
29,252,2024-01-01 22:29:00,Request Hint,In Progress
29,116,2024-01-01 23:25:00,Attempt Quiz,In Progress
29,188,2024-01-02 00:08:00,Submit Assignment,In Progress
29,158,2024-01-02 00:54:00,Read Material,Failure
29,188,2024-01-02 03:17:00,Forum Discussion,In Progress
29,294,2024-01-02 04:51:00,Attempt Quiz,Success
29,147,2024-01-02 07:06:00,Forum Discussion,Completed
29,283,2024-01-02 07:13:00,Read Material,In Progress
29,181,2024-01-02 07:27:00,Watch Video,Success
29,103,2024-01-02 07:34:00,Request Hint,In Progress
29,85,2024-01-02 07:35:00,Read Material,Success
30,194,2024-01-01 00:18:00,Submit Assignment,Failure
30,129,2024-01-01 03:05:00,Submit Assignment,In Progress
30,78,2024-01-01 05:43:00,Attempt Quiz,Completed
30,125,2024-01-01 05:52:00,Watch Video,Success
30,164,2024-01-01 06:08:00,Attempt Quiz,Success
30,253,2024-01-01 07:50:00,Request Hint,Completed
30,148,2024-01-01 10:09:00,Attempt Quiz,In Progress
30,183,2024-01-01 13:06:00,Forum Discussion,In Progress
30,148,2024-01-01 14:28:00,Request Hint,In Progress
30,218,2024-01-01 14:39:00,Request Hint,Success
30,149,2024-01-01 18:45:00,Watch Video,Success
30,126,2024-01-01 22:07:00,Attempt Quiz,Completed
30,69,2024-01-01 22:12:00,Read Material,Failure
30,19,2024-01-01 23:52:00,Submit Assignment,Success
30,111,2024-01-02 03:08:00,Watch Video,Success
30,186,2024-01-02 03:25:00,Request Hint,Success
30,224,2024-01-02 03:35:00,Attempt Quiz,In Progress
30,248,2024-01-02 06:08:00,Attempt Quiz,Failure
30,58,2024-01-02 06:33:00,Watch Video,Completed
31,146,2024-01-01 04:41:00,Request Hint,Failure
31,258,2024-01-01 11:25:00,Submit Assignment,Success
31,211,2024-01-01 12:17:00,Forum Discussion,Success
31,271,2024-01-01 17:12:00,Request Hint,Failure
31,59,2024-01-01 19:50:00,Forum Discussion,In Progress
31,28,2024-01-01 20:40:00,Read Material,In Progress
31,83,2024-01-02 00:30:00,Forum Discussion,Failure
31,263,2024-01-02 02:39:00,Watch Video,Success
31,155,2024-01-02 06:02:00,Read Material,Failure
31,155,2024-01-02 06:10:00,Submit Assignment,Failure
32,251,2024-01-01 02:50:00,Read Material,Success
32,220,2024-01-01 03:29:00,Forum Discussion,Success
32,143,2024-01-01 03:56:00,Watch Video,Completed
32,224,2024-01-01 03:58:00,Attempt Quiz,Failure
32,84,2024-01-01 04:55:00,Forum Discussion,Completed
32,67,2024-01-01 06:24:00,Submit Assignment,Success
32,116,2024-01-01 06:36:00,Read Material,In Progress
32,237,2024-01-01 07:14:00,Forum Discussion,Completed
32,79,2024-01-01 09:03:00,Watch Video,Failure
32,231,2024-01-01 11:59:00,Forum Discussion,Failure
32,174,2024-01-01 13:54:00,Request Hint,Failure
32,192,2024-01-01 15:16:00,Watch Video,Success
32,276,2024-01-01 19:03:00,Read Material,In Progress
32,59,2024-01-01 22:06:00,Watch Video,Success
32,249,2024-01-01 22:32:00,Read Material,Completed
32,101,2024-01-01 22:41:00,Submit Assignment,Failure
32,236,2024-01-01 23:04:00,Attempt Quiz,Failure
32,201,2024-01-02 02:11:00,Forum Discussion,Success
32,182,2024-01-02 03:12:00,Watch Video,Completed
32,5,2024-01-02 04:39:00,Forum Discussion,Failure
32,228,2024-01-02 06:06:00,Forum Discussion,Success
32,24,2024-01-02 07:18:00,Watch Video,Success
32,3,2024-01-02 07:37:00,Watch Video,Failure
32,89,2024-01-02 09:07:00,Watch Video,Completed
33,106,2024-01-01 00:24:00,Read Material,Success
33,229,2024-01-01 02:01:00,Submit Assignment,Failure
33,93,2024-01-01 02:10:00,Read Material,In Progress
33,290,2024-01-01 04:30:00,Submit Assignment,In Progress
33,26,2024-01-01 05:05:00,Forum Discussion,Success
33,146,2024-01-01 05:26:00,Submit Assignment,Completed
33,242,2024-01-01 05:28:00,Submit Assignment,In Progress
33,150,2024-01-01 05:37:00,Read Material,In Progress
33,58,2024-01-01 06:26:00,Watch Video,Failure
33,121,2024-01-01 06:45:00,Submit Assignment,Completed
33,221,2024-01-01 08:42:00,Submit Assignment,Success
33,213,2024-01-01 09:10:00,Forum Discussion,Failure
33,181,2024-01-01 09:11:00,Attempt Quiz,Success
33,183,2024-01-01 09:18:00,Submit Assignment,Completed
33,129,2024-01-01 11:53:00,Request Hint,Success
33,82,2024-01-01 12:50:00,Attempt Quiz,Success
33,116,2024-01-01 13:08:00,Request Hint,Failure
33,75,2024-01-01 13:23:00,Forum Discussion,Success
33,286,2024-01-01 16:55:00,Read Material,Success
33,154,2024-01-01 17:57:00,Request Hint,Failure
33,291,2024-01-01 19:30:00,Submit Assignment,Completed
33,295,2024-01-01 19:40:00,Request Hint,In Progress
33,116,2024-01-01 21:37:00,Watch Video,Completed
33,92,2024-01-01 23:19:00,Attempt Quiz,Success
33,160,2024-01-02 01:10:00,Watch Video,In Progress
33,46,2024-01-02 03:00:00,Watch Video,In Progress
33,141,2024-01-02 05:36:00,Request Hint,Failure
33,189,2024-01-02 07:15:00,Watch Video,Completed
33,2,2024-01-02 09:11:00,Watch Video,In Progress
34,96,2024-01-01 01:22:00,Forum Discussion,Failure
34,80,2024-01-01 02:09:00,Request Hint,Completed
34,96,2024-01-01 08:07:00,Read Material,Failure
34,191,2024-01-01 08:48:00,Attempt Quiz,Completed
34,120,2024-01-01 09:38:00,Forum Discussion,Completed
34,188,2024-01-01 13:55:00,Read Material,Completed
34,213,2024-01-01 14:01:00,Watch Video,Completed
34,86,2024-01-01 14:53:00,Forum Discussion,Success
34,284,2024-01-01 15:35:00,Watch Video,Success
34,196,2024-01-01 16:40:00,Submit Assignment,In Progress
34,110,2024-01-01 18:30:00,Submit Assignment,Success
34,7,2024-01-01 21:24:00,Read Material,Completed
34,165,2024-01-01 22:36:00,Read Material,Failure
34,70,2024-01-01 22:59:00,Attempt Quiz,Failure
34,290,2024-01-02 00:20:00,Request Hint,Failure
34,163,2024-01-02 03:07:00,Submit Assignment,In Progress
34,9,2024-01-02 08:04:00,Request Hint,In Progress
35,131,2024-01-01 01:06:00,Request Hint,In Progress
35,66,2024-01-01 01:59:00,Forum Discussion,Failure
35,163,2024-01-01 02:00:00,Attempt Quiz,In Progress
35,121,2024-01-01 02:20:00,Request Hint,Success
35,19,2024-01-01 05:21:00,Submit Assignment,Completed
35,288,2024-01-01 06:02:00,Submit Assignment,In Progress
35,242,2024-01-01 09:09:00,Attempt Quiz,Completed
35,233,2024-01-01 09:29:00,Request Hint,Failure
35,183,2024-01-01 10:51:00,Submit Assignment,Failure
35,76,2024-01-01 12:57:00,Request Hint,Completed
35,89,2024-01-01 18:19:00,Read Material,Success
35,127,2024-01-01 18:33:00,Read Material,In Progress
35,276,2024-01-01 18:46:00,Submit Assignment,Success
35,63,2024-01-01 21:14:00,Forum Discussion,Failure
35,17,2024-01-01 23:00:00,Request Hint,In Progress
35,274,2024-01-02 01:32:00,Submit Assignment,Failure
35,57,2024-01-02 04:32:00,Forum Discussion,Failure
35,82,2024-01-02 06:30:00,Forum Discussion,In Progress
35,10,2024-01-02 08:06:00,Forum Discussion,In Progress
36,35,2024-01-01 01:09:00,Watch Video,In Progress
36,242,2024-01-01 02:48:00,Attempt Quiz,In Progress
36,124,2024-01-01 04:21:00,Read Material,Success
36,121,2024-01-01 05:09:00,Forum Discussion,Failure
36,286,2024-01-01 07:01:00,Attempt Quiz,Failure
36,97,2024-01-01 09:44:00,Request Hint,Failure
36,232,2024-01-01 09:47:00,Forum Discussion,Success
36,200,2024-01-01 09:55:00,Watch Video,In Progress
36,285,2024-01-01 11:23:00,Submit Assignment,In Progress
36,54,2024-01-01 12:07:00,Request Hint,Failure
36,273,2024-01-01 12:35:00,Read Material,In Progress
36,74,2024-01-01 15:52:00,Forum Discussion,In Progress
36,212,2024-01-01 17:14:00,Watch Video,Failure
36,141,2024-01-01 19:33:00,Request Hint,Failure
36,90,2024-01-01 20:08:00,Submit Assignment,In Progress
36,103,2024-01-01 20:09:00,Forum Discussion,Failure
36,62,2024-01-01 20:54:00,Attempt Quiz,Success
36,48,2024-01-01 23:24:00,Submit Assignment,In Progress
36,295,2024-01-02 00:52:00,Read Material,Success
36,281,2024-01-02 00:59:00,Request Hint,Failure
36,14,2024-01-02 01:11:00,Read Material,Success
36,103,2024-01-02 07:08:00,Watch Video,Failure
37,264,2024-01-01 02:15:00,Read Material,In Progress
37,1,2024-01-01 03:22:00,Attempt Quiz,In Progress
37,36,2024-01-01 04:54:00,Request Hint,Success
37,269,2024-01-01 06:13:00,Watch Video,Failure
37,200,2024-01-01 10:02:00,Request Hint,Completed
37,238,2024-01-01 11:12:00,Forum Discussion,Success
37,49,2024-01-01 13:39:00,Request Hint,Completed
37,147,2024-01-01 17:52:00,Forum Discussion,Success
37,201,2024-01-01 18:48:00,Read Material,Failure
37,118,2024-01-01 20:37:00,Watch Video,Completed
37,228,2024-01-01 23:08:00,Forum Discussion,Completed
37,126,2024-01-01 23:40:00,Attempt Quiz,Failure
37,127,2024-01-02 00:11:00,Request Hint,In Progress
37,75,2024-01-02 00:22:00,Request Hint,In Progress
37,65,2024-01-02 02:46:00,Read Material,Completed
37,7,2024-01-02 03:39:00,Submit Assignment,Failure
37,217,2024-01-02 03:52:00,Read Material,Success
37,252,2024-01-02 05:15:00,Read Material,Failure
37,221,2024-01-02 06:43:00,Request Hint,Failure
38,166,2024-01-01 00:19:00,Forum Discussion,Success
38,3,2024-01-01 04:04:00,Attempt Quiz,Success
38,125,2024-01-01 05:10:00,Read Material,Completed
38,77,2024-01-01 05:44:00,Forum Discussion,Failure
38,135,2024-01-01 11:13:00,Read Material,In Progress
38,261,2024-01-01 11:54:00,Forum Discussion,Failure
38,178,2024-01-01 14:21:00,Read Material,Completed
38,127,2024-01-01 14:24:00,Forum Discussion,Failure
38,82,2024-01-01 14:35:00,Submit Assignment,In Progress
38,101,2024-01-01 16:16:00,Attempt Quiz,Success
38,35,2024-01-01 17:51:00,Watch Video,Completed
38,161,2024-01-01 18:18:00,Forum Discussion,In Progress
38,179,2024-01-01 19:05:00,Submit Assignment,In Progress
38,49,2024-01-01 19:35:00,Forum Discussion,Success
38,17,2024-01-01 19:48:00,Read Material,In Progress
38,175,2024-01-01 20:17:00,Submit Assignment,In Progress
38,118,2024-01-01 21:19:00,Submit Assignment,Failure
38,280,2024-01-01 22:23:00,Attempt Quiz,Completed
38,277,2024-01-01 23:41:00,Attempt Quiz,Completed
38,265,2024-01-02 00:19:00,Attempt Quiz,Completed
38,50,2024-01-02 05:08:00,Forum Discussion,Success
38,170,2024-01-02 05:56:00,Attempt Quiz,Completed
38,255,2024-01-02 08:02:00,Watch Video,Completed
38,100,2024-01-02 08:47:00,Read Material,Success
38,43,2024-01-02 09:06:00,Attempt Quiz,Failure
39,25,2024-01-01 00:49:00,Watch Video,Success
39,269,2024-01-01 03:37:00,Read Material,Completed
39,27,2024-01-01 04:32:00,Attempt Quiz,Completed
39,136,2024-01-01 06:49:00,Request Hint,Completed
39,273,2024-01-01 08:40:00,Watch Video,Failure
39,160,2024-01-01 10:43:00,Read Material,Success
39,11,2024-01-01 10:47:00,Attempt Quiz,Completed
39,50,2024-01-01 11:29:00,Read Material,Failure
39,171,2024-01-01 11:34:00,Read Material,In Progress
39,108,2024-01-01 11:44:00,Forum Discussion,Success
39,152,2024-01-01 13:59:00,Read Material,Failure
39,16,2024-01-01 16:23:00,Forum Discussion,In Progress
39,21,2024-01-01 19:01:00,Read Material,Failure
39,153,2024-01-01 19:18:00,Watch Video,Failure
39,31,2024-01-02 01:01:00,Attempt Quiz,Completed
39,154,2024-01-02 01:31:00,Forum Discussion,Completed
39,109,2024-01-02 02:33:00,Attempt Quiz,Success
39,49,2024-01-02 02:52:00,Attempt Quiz,Completed
39,171,2024-01-02 03:15:00,Watch Video,Completed
39,132,2024-01-02 03:56:00,Submit Assignment,Completed
39,247,2024-01-02 06:09:00,Attempt Quiz,Success
39,94,2024-01-02 06:18:00,Forum Discussion,In Progress
39,138,2024-01-02 07:32:00,Forum Discussion,Failure
40,268,2024-01-01 01:34:00,Submit Assignment,Success
40,52,2024-01-01 04:31:00,Watch Video,Completed
40,256,2024-01-01 07:46:00,Forum Discussion,Success
40,117,2024-01-01 09:19:00,Watch Video,Failure
40,119,2024-01-01 11:04:00,Submit Assignment,Failure
40,154,2024-01-01 16:42:00,Forum Discussion,Failure
40,289,2024-01-01 17:13:00,Forum Discussion,Completed
40,206,2024-01-01 18:07:00,Request Hint,Completed
40,183,2024-01-01 18:35:00,Forum Discussion,In Progress
40,93,2024-01-01 18:59:00,Watch Video,Completed
40,2,2024-01-01 20:45:00,Attempt Quiz,In Progress
40,107,2024-01-01 21:02:00,Read Material,Completed
40,162,2024-01-01 22:14:00,Attempt Quiz,In Progress
40,292,2024-01-02 00:00:00,Submit Assignment,Failure
40,66,2024-01-02 00:33:00,Submit Assignment,In Progress
40,53,2024-01-02 00:57:00,Watch Video,Success
40,290,2024-01-02 01:23:00,Watch Video,In Progress
40,252,2024-01-02 02:48:00,Request Hint,In Progress
40,6,2024-01-02 05:00:00,Request Hint,In Progress
40,19,2024-01-02 05:23:00,Attempt Quiz,Failure
40,107,2024-01-02 05:31:00,Request Hint,Failure
40,245,2024-01-02 05:33:00,Request Hint,In Progress
40,187,2024-01-02 05:41:00,Attempt Quiz,In Progress
41,100,2024-01-01 01:43:00,Forum Discussion,In Progress
41,164,2024-01-01 02:03:00,Forum Discussion,In Progress
41,167,2024-01-01 05:24:00,Forum Discussion,Success
41,229,2024-01-01 12:43:00,Read Material,Failure
41,189,2024-01-01 16:45:00,Forum Discussion,Failure
41,93,2024-01-01 20:46:00,Attempt Quiz,Success
41,41,2024-01-01 21:13:00,Request Hint,Completed
41,23,2024-01-02 00:18:00,Submit Assignment,Success
41,90,2024-01-02 04:19:00,Forum Discussion,Completed
41,44,2024-01-02 05:47:00,Forum Discussion,In Progress
41,22,2024-01-02 09:12:00,Request Hint,Success
41,179,2024-01-02 09:18:00,Request Hint,Failure
42,264,2024-01-01 00:32:00,Read Material,Failure
42,285,2024-01-01 02:35:00,Attempt Quiz,Success
42,39,2024-01-01 02:56:00,Submit Assignment,Completed
42,77,2024-01-01 04:43:00,Attempt Quiz,Success
42,144,2024-01-01 06:51:00,Forum Discussion,In Progress
42,42,2024-01-01 07:29:00,Submit Assignment,In Progress
42,288,2024-01-01 10:45:00,Submit Assignment,In Progress
42,39,2024-01-01 11:05:00,Request Hint,Completed
42,143,2024-01-01 15:25:00,Read Material,In Progress
42,227,2024-01-01 16:44:00,Watch Video,In Progress
42,15,2024-01-01 18:56:00,Attempt Quiz,Failure
42,93,2024-01-01 19:26:00,Request Hint,Success
42,191,2024-01-02 00:16:00,Watch Video,Completed
42,79,2024-01-02 01:29:00,Request Hint,In Progress
42,165,2024-01-02 03:02:00,Request Hint,Success
42,138,2024-01-02 03:06:00,Submit Assignment,Success
42,223,2024-01-02 04:57:00,Attempt Quiz,Failure
42,156,2024-01-02 05:52:00,Watch Video,Success
42,173,2024-01-02 06:04:00,Watch Video,Completed
43,276,2024-01-01 02:46:00,Request Hint,Completed
43,12,2024-01-01 06:47:00,Attempt Quiz,In Progress
43,164,2024-01-01 09:14:00,Read Material,Completed
43,196,2024-01-01 09:21:00,Submit Assignment,Completed
43,98,2024-01-01 14:58:00,Attempt Quiz,Completed
43,8,2024-01-01 20:11:00,Forum Discussion,Success
43,105,2024-01-01 20:32:00,Request Hint,Completed
43,193,2024-01-01 21:27:00,Request Hint,Success
43,49,2024-01-02 01:28:00,Watch Video,Success
43,21,2024-01-02 02:47:00,Watch Video,In Progress
43,214,2024-01-02 03:54:00,Request Hint,Failure
44,150,2024-01-01 01:03:00,Read Material,Success
44,177,2024-01-01 01:21:00,Submit Assignment,Success
44,1,2024-01-01 02:17:00,Attempt Quiz,Success
44,234,2024-01-01 03:03:00,Watch Video,Failure
44,142,2024-01-01 03:25:00,Read Material,Completed
44,76,2024-01-01 03:54:00,Watch Video,In Progress
44,232,2024-01-01 06:06:00,Read Material,Failure
44,34,2024-01-01 09:22:00,Attempt Quiz,Failure
44,224,2024-01-01 11:57:00,Request Hint,In Progress
44,158,2024-01-01 16:28:00,Request Hint,In Progress
44,39,2024-01-01 17:36:00,Watch Video,In Progress
44,201,2024-01-01 18:04:00,Attempt Quiz,Success
44,35,2024-01-01 23:46:00,Forum Discussion,Success
44,214,2024-01-02 01:34:00,Read Material,Failure
44,156,2024-01-02 01:40:00,Request Hint,In Progress
44,169,2024-01-02 08:31:00,Submit Assignment,Success
45,298,2024-01-01 01:46:00,Request Hint,In Progress
45,223,2024-01-01 02:57:00,Request Hint,Completed
45,149,2024-01-01 07:02:00,Forum Discussion,Success
45,235,2024-01-01 11:21:00,Watch Video,Failure
45,184,2024-01-01 11:36:00,Read Material,Success
45,10,2024-01-01 11:58:00,Watch Video,Failure
45,219,2024-01-01 12:00:00,Submit Assignment,In Progress
45,129,2024-01-01 13:49:00,Forum Discussion,Success
45,254,2024-01-01 15:39:00,Read Material,In Progress
45,142,2024-01-01 17:35:00,Watch Video,Success
45,72,2024-01-01 20:04:00,Read Material,Success
45,278,2024-01-01 22:10:00,Request Hint,Failure
45,13,2024-01-02 00:39:00,Forum Discussion,Completed
45,28,2024-01-02 02:43:00,Watch Video,Failure
45,162,2024-01-02 03:33:00,Attempt Quiz,In Progress
45,154,2024-01-02 05:24:00,Request Hint,In Progress
45,74,2024-01-02 05:49:00,Request Hint,In Progress
45,278,2024-01-02 06:00:00,Submit Assignment,Failure
45,95,2024-01-02 09:09:00,Request Hint,Failure
46,136,2024-01-01 06:10:00,Watch Video,Success
46,5,2024-01-01 06:16:00,Submit Assignment,Success
46,291,2024-01-01 06:34:00,Read Material,In Progress
46,232,2024-01-01 09:27:00,Request Hint,Failure
46,32,2024-01-01 11:02:00,Submit Assignment,Completed
46,109,2024-01-01 12:56:00,Attempt Quiz,Completed
46,58,2024-01-01 15:34:00,Attempt Quiz,Success
46,239,2024-01-01 20:23:00,Submit Assignment,Failure
46,268,2024-01-01 20:51:00,Attempt Quiz,Failure
46,70,2024-01-01 23:05:00,Attempt Quiz,In Progress
46,120,2024-01-02 00:45:00,Request Hint,Failure
46,228,2024-01-02 03:16:00,Request Hint,Completed
46,157,2024-01-02 03:59:00,Request Hint,In Progress
46,91,2024-01-02 06:22:00,Forum Discussion,Failure
46,69,2024-01-02 07:25:00,Submit Assignment,Success
46,51,2024-01-02 08:17:00,Submit Assignment,In Progress
46,198,2024-01-02 08:25:00,Request Hint,In Progress
46,3,2024-01-02 08:37:00,Submit Assignment,Completed
47,208,2024-01-01 00:39:00,Submit Assignment,Completed
47,59,2024-01-01 01:05:00,Read Material,Completed
47,204,2024-01-01 02:23:00,Forum Discussion,Completed
47,264,2024-01-01 06:37:00,Read Material,Success
47,130,2024-01-01 07:43:00,Forum Discussion,Failure
47,156,2024-01-01 08:30:00,Submit Assignment,In Progress
47,112,2024-01-01 12:02:00,Watch Video,Completed
47,75,2024-01-01 12:13:00,Forum Discussion,Failure
47,19,2024-01-01 13:01:00,Request Hint,In Progress
47,44,2024-01-01 14:13:00,Attempt Quiz,Failure
47,227,2024-01-01 15:43:00,Watch Video,Completed
47,55,2024-01-01 15:58:00,Submit Assignment,Success
47,46,2024-01-01 17:46:00,Forum Discussion,Failure
47,183,2024-01-01 19:51:00,Watch Video,Success
47,168,2024-01-01 20:01:00,Forum Discussion,Failure
47,82,2024-01-01 20:21:00,Request Hint,Completed
47,73,2024-01-01 21:05:00,Submit Assignment,Completed
47,21,2024-01-01 22:19:00,Forum Discussion,In Progress
47,13,2024-01-01 23:30:00,Attempt Quiz,Success
47,100,2024-01-02 01:48:00,Watch Video,Failure
47,94,2024-01-02 02:10:00,Request Hint,Failure
47,68,2024-01-02 04:25:00,Request Hint,Failure
47,41,2024-01-02 07:05:00,Watch Video,Success
47,38,2024-01-02 07:39:00,Submit Assignment,Completed
47,16,2024-01-02 07:51:00,Watch Video,Success
48,262,2024-01-01 01:28:00,Request Hint,Failure
48,266,2024-01-01 02:11:00,Read Material,Completed
48,71,2024-01-01 04:51:00,Submit Assignment,In Progress
48,47,2024-01-01 04:59:00,Watch Video,Success
48,49,2024-01-01 05:31:00,Forum Discussion,Success
48,293,2024-01-01 05:38:00,Forum Discussion,Success
48,218,2024-01-01 05:59:00,Forum Discussion,Completed
48,145,2024-01-01 06:48:00,Watch Video,Success
48,141,2024-01-01 08:09:00,Watch Video,Failure
48,103,2024-01-01 08:38:00,Watch Video,In Progress
48,178,2024-01-01 15:48:00,Submit Assignment,Failure
48,249,2024-01-01 23:14:00,Read Material,Failure
48,210,2024-01-02 02:25:00,Watch Video,In Progress
48,126,2024-01-02 03:41:00,Forum Discussion,Failure
48,70,2024-01-02 05:11:00,Attempt Quiz,Completed
48,184,2024-01-02 05:17:00,Request Hint,Completed
48,86,2024-01-02 05:46:00,Attempt Quiz,Completed
48,32,2024-01-02 08:48:00,Attempt Quiz,In Progress
49,223,2024-01-01 00:29:00,Watch Video,Failure
49,109,2024-01-01 06:04:00,Read Material,In Progress
49,239,2024-01-01 07:27:00,Read Material,In Progress
49,264,2024-01-01 09:53:00,Forum Discussion,In Progress
49,261,2024-01-01 10:18:00,Attempt Quiz,Completed
49,243,2024-01-01 12:14:00,Request Hint,Success
49,118,2024-01-01 13:12:00,Forum Discussion,Failure
49,78,2024-01-01 13:21:00,Submit Assignment,Success
49,26,2024-01-01 15:36:00,Attempt Quiz,Completed
49,227,2024-01-01 18:22:00,Attempt Quiz,In Progress
49,204,2024-01-01 21:38:00,Submit Assignment,Failure
49,154,2024-01-01 21:45:00,Submit Assignment,In Progress
49,262,2024-01-01 21:49:00,Watch Video,Completed
49,37,2024-01-01 21:55:00,Forum Discussion,Completed
49,224,2024-01-01 22:09:00,Read Material,Success
49,121,2024-01-02 01:42:00,Read Material,In Progress
49,222,2024-01-02 03:31:00,Watch Video,Success
49,228,2024-01-02 03:47:00,Forum Discussion,Failure
49,175,2024-01-02 04:27:00,Read Material,In Progress
50,93,2024-01-01 01:10:00,Watch Video,Success
50,106,2024-01-01 04:39:00,Read Material,In Progress
50,279,2024-01-01 06:54:00,Read Material,Completed
50,213,2024-01-01 09:08:00,Read Material,Failure
